chembl_id,canonical_smiles,pIC50
CHEMBL4104512,O=C(NCc1ccccc1)c1cccc(NCc2cc(-c3ccncc3)c[nH]2)c1,6.886056648
CHEMBL4078768,O=C(NCc1ccccc1)c1cccc(NCc2ccn(-c3ccncc3)c2)c1,5.769551079
CHEMBL4096791,O=C(NCc1ccccc1)c1cccc(NCc2nnc(-c3ccncc3)o2)c1,7.173925197
CHEMBL4082173,O=C(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)no2)c1,6.698970004
CHEMBL4100175,O=C(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)cs2)c1,6.795880017
CHEMBL4072362,O=C(NCc1ccccc1)c1cccc(NCc2csc(-c3ccncc3)n2)c1,6.327902142
CHEMBL4099309,O=C(NCc1ccccc1)c1cccc(NCc2[nH]nc(-c3ccncc3)c2-c2ccccc2)c1,6.292429824
CHEMBL4082853,COc1ccc(CNC(=O)c2cccc(NCc3nnc(-c4ccncc4)[nH]3)c2)cc1,7.769551079
CHEMBL4060973,COc1cccc(CNC(=O)c2cccc(NCc3nnc(-c4ccncc4)[nH]3)c2)c1,7.920818754
CHEMBL4095659,COc1ccccc1CNC(=O)c1cccc(NCc2nnc(-c3ccncc3)[nH]2)c1,8.522878745
CHEMBL4077447,O=C(NCc1ccccc1Cl)c1cccc(NCc2nnc(-c3ccncc3)[nH]2)c1,8.408935393
CHEMBL4063774,Cn1c(CNc2cccc(C(=O)NCc3ccc(C(F)(F)F)cc3)c2)nnc1-c1ccncc1,7.346787486
CHEMBL4091573,Cn1c(CNc2cccc(C(=O)NCc3cccc(C(F)(F)F)c3)c2)nnc1-c1ccncc1,7.408935393
CHEMBL1738877,Cn1c(CNc2cccc(C(=O)NCc3ccccc3C(F)(F)F)c2)nnc1-c1ccncc1,7.744727495
CHEMBL4075992,COc1ccccc1CNC(=O)c1cccc(NCc2nnc(-c3ccncc3)n2C)c1,7.356547324
CHEMBL4061438,Cn1c(CNc2cccc(C(=O)NCc3ccccc3Cl)c2)nnc1-c1ccncc1,7.920818754
CHEMBL4083276,CCn1c(CNc2cccc(C(=O)NCc3ccccc3)c2)nnc1-c1ccncc1,8.124938737
CHEMBL4070100,CCCn1c(CNc2cccc(C(=O)NCc3ccccc3)c2)nnc1-c1ccncc1,7.494850022
CHEMBL4091067,CC(C)n1c(CNc2cccc(C(=O)NCc3ccccc3)c2)nnc1-c1ccncc1,6.853871964
CHEMBL4091972,O=C(NCc1ccccc1)c1cccc(NCc2nnc(-c3ccncc3)n2Cc2ccccc2)c1,6.431798276
CHEMBL4064232,COCCn1c(CNc2cccc(C(=O)NCc3ccccc3)c2)nnc1-c1ccncc1,7.795880017
CHEMBL4071398,O=C(NCc1ccccc1C(F)(F)F)c1cccc(NCc2nnc(-c3ccncc3)n2CCO)c1,8.259637311
CHEMBL4072828,O=C(NCc1ccccc1C(F)(F)F)c1cccc(NCc2nnc3n2CCOc2cnccc2-3)c1,8.744727495
CHEMBL4073882,O=C(NCc1c(F)cccc1F)c1cccc(NCc2nnc3n2CCOc2cnccc2-3)c1,8.769551079
CHEMBL4094447,Cn1c(CNc2cccc(C(=O)NCc3ccccc3C(F)(F)F)c2)nnc1-c1ccncn1,8.107905397
CHEMBL4103972,Cn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,8.167491087
CHEMBL4086046,CCCn1c(CNc2cccc(C(=O)NCc3ccccc3C(F)(F)F)c2)nnc1-c1ccncn1,8.721246399
CHEMBL1738878,CCCn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,8.920818754
CHEMBL1738878,CCCn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,7.698970004
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,5.860120914
CHEMBL384073,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1,6.113509275
CHEMBL1738877,Cn1c(CNc2cccc(C(=O)NCc3ccccc3C(F)(F)F)c2)nnc1-c1ccncc1,7.522878745
CHEMBL3809020,COc1cccc(OC)c1CNC(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,6.886056648
CHEMBL4228575,COCCCC1CCCCN1C(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,4.537602002
CHEMBL4229149,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NC(C)CCCC(C)C)c2)NC(=O)N1,5.387216143
CHEMBL4228314,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N(CCCO)CCCO)c2)NC(=O)N1,6.124938737
CHEMBL4228896,COC(=O)C1(NC(=O)c2cc(C3NC(=O)NC(C)=C3C(=O)Nc3ccc4[nH]ncc4c3)ccc2F)CCCCC1,6.795880017
CHEMBL4228055,CCC(C)CN(CCO)C(=O)Cc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,6.080921908
CHEMBL4225489,CC#CCN(CCCC)C(=O)Cc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,6.366531544
CHEMBL4226323,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N(CCO)CCC(C)C)c2)NC(=O)N1,5.823908741
CHEMBL4228272,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CCC(=O)N(CC(C)C)C(C)C)c2)NC(=O)N1,4.920818754
CHEMBL4229100,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)N(C)Cc3cc(C)[nH]n3)c2)NC(=O)N1,5.958607315
CHEMBL4228524,CCCCCCC(C)NC(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,5.387216143
CHEMBL4224755,C#CCN(CC(C)C)C(=O)Cc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,5.619788758
CHEMBL4228779,CCc1nc(CNC(=O)c2cc(C3NC(=O)NC(C)=C3C(=O)Nc3ccc4[nH]ncc4c3)ccc2F)no1,6.795880017
CHEMBL4225012,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NCC(C)N3CCCCCC3)c2)NC(=O)N1,5.920818754
CHEMBL4229039,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N(CCO)Cc3ccco3)c2)NC(=O)N1,6.337242168
CHEMBL4228945,C#CCN(Cc1ccco1)C(=O)Cc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,6.036212173
CHEMBL4225427,COCc1noc(CNC(=O)c2cc(C3NC(=O)NC(C)=C3C(=O)Nc3ccc4[nH]ncc4c3)ccc2F)n1,6.602059991
CHEMBL4224950,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NC3CC4CCC3(C)C4(C)C)c2)NC(=O)N1,5.337242168
CHEMBL4225310,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N3CCCC(C(C)(C)C)CC3)c2)NC(=O)N1,5.455931956
CHEMBL4227413,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CCC(=O)NCc3ncc(C)o3)c2)NC(=O)N1,5.397940009
CHEMBL4226886,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N(C)Cc3nc(C)c[nH]3)c2)NC(=O)N1,5.698970004
CHEMBL4227283,CCCOC1CCN(C(=O)Cc2cc(C3NC(=O)NC(C)=C3C(=O)Nc3ccc4[nH]ncc4c3)ccc2F)C1,5.795880017
CHEMBL4227350,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)NCC3CCN(C4CC4)CC3)c2)NC(=O)N1,6.167491087
CHEMBL4226496,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)NCc3ccc(C#N)nc3)c2)NC(=O)N1,5.853871964
CHEMBL4227611,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N3CCOC(CCO)C3)c2)NC(=O)N1,5.823908741
CHEMBL4226760,CCC(C)N(C)C(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,4.356547324
CHEMBL4227081,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NCc3cnc4c(c3)CCC4)c2)NC(=O)N1,6.468521083
CHEMBL4225645,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NC3CN4CCC3CC4)c2)NC(=O)N1,6.301029996
CHEMBL4226820,CCC(C)N(CO)C(=O)Cc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,5.721246399
CHEMBL4227666,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NCCc3c(C)noc3C)c2)NC(=O)N1,6.193820026
CHEMBL4226551,CCC1(O)CCCN(C(=O)CCc2cc(C3NC(=O)NC(C)=C3C(=O)Nc3ccc4[nH]ncc4c3)ccc2F)C1,4.537602002
CHEMBL4227400,COc1ccccc1C(C)NC(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,6.397940009
CHEMBL4226287,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)NC3CC(=O)N(C)C3)c2)NC(=O)N1,5.721246399
CHEMBL4227138,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NCc3cn4ccccc4n3)c2)NC(=O)N1,6.26760624
CHEMBL4228117,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CCC(=O)NCC3(C)CCCCC3)c2)NC(=O)N1,5.744727495
CHEMBL4226879,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)N(C)CC3CCCCO3)c2)NC(=O)N1,4.853871964
CHEMBL4224914,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)NCc3cc(C)ccc3C)c2)NC(=O)N1,5.721246399
CHEMBL4229046,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N3CCC4CCC(C3)N4C)c2)NC(=O)N1,5.677780705
CHEMBL4229210,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CCC(=O)NCCc3ccccc3)c2)NC(=O)N1,5.327902142
CHEMBL4227754,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CCC(=O)NCC3(CO)CC3)c2)NC(=O)N1,5.420216403
CHEMBL4225917,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(CC(=O)N3Cc4ccc(C)cc4C3)c2)NC(=O)N1,6.698970004
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.841637508
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,5
CHEMBL463931,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2(C)C,4.698970004
CHEMBL517171,CCCN1CCC(Oc2cc(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c(OC)cc2Cl)CC1,5.200659451
CHEMBL476259,CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,5.102372909
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,6.214670165
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,4.638272164
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,6.795880017
CHEMBL4552628,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,4.958607315
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,4
CHEMBL4640019,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,7.958607315
CHEMBL4788026,O=c1c2ccc(-c3cn[nH]c3)cc2ncn1Cc1ccccc1,5.387216143
CHEMBL4776422,O=c1c2cc(-c3cncnc3)ccc2ncn1Cc1ccccc1,4
CHEMBL4742242,O=c1c2cc(-c3ccncc3)ccc2ncn1Cc1ccccc1,4.602059991
CHEMBL4791786,O=c1c2cc(-c3ccn[nH]3)ccc2ncn1Cc1ccccc1,4
CHEMBL4740635,O=c1c2cc(-c3cn[nH]c3)ccc2ncn1Cc1ccccc1,7.022276395
CHEMBL4755199,O=c1c2cc(-c3cn[nH]c3)c(F)cc2ncn1Cc1ccccc1,6.555955204
CHEMBL4793755,O=c1c2cc(-c3cn[nH]c3)cc(F)c2ncn1Cc1ccccc1,6.326058001
CHEMBL4785990,O=C(Nc1ccc(F)cc1)c1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,8.045757491
CHEMBL4760734,O=C(NCc1ccc(F)cc1)c1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,8
CHEMBL4745381,O=C(NCc1c(F)cccc1F)c1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,8
CHEMBL4790114,O=C(NCc1c(F)cccc1F)c1ccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)cc1,4.698970004
CHEMBL4752236,O=c1c2cc(-c3cn[nH]c3)ccc2ncn1Cc1cccc(Oc2ccc(F)cc2)c1,7.107905397
CHEMBL4782250,O=c1c2cc(-c3cn[nH]c3)ccc2ncn1Cc1cccc(OC(F)F)c1,6.68613278
CHEMBL4744858,COc1cccc(Cn2ncc3ccc(-c4cn[nH]c4)cc3c2=O)c1,7.721246399
CHEMBL4751285,COc1cc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)ccc1F,7.744727495
CHEMBL4783892,COc1ccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)cc1F,5.560667306
CHEMBL4782910,COc1cccc([C@@H](C)n2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,7.886056648
CHEMBL4762347,COc1cccc([C@H](C)n2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,5.675717545
CHEMBL4753687,CNCCC(c1cccc(OC)c1)n1cnc2ccc(-c3cn[nH]c3)cc2c1=O,7.920818754
CHEMBL4742990,COc1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,8.22184875
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.056011125
CHEMBL4854871,CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc3cccc(OC)c23)n[nH]1,5
CHEMBL4847703,CCc1cc(Nc2nc(NCc3ccc(F)cn3)nc3cccc(OC)c23)n[nH]1,5
CHEMBL4877302,CCc1cc(Nc2nc(NCc3ccc(Cl)cc3OC)nc3cccc(OC)c23)n[nH]1,5
CHEMBL4538174,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,6.229147988
CHEMBL68409,COC(=O)c1ccc(/C=C/c2ccc([N+](=O)[O-])o2)o1,3.899629455
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,5.958607315
CHEMBL384073,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1,6.113509275
CHEMBL1738878,CCCn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,7.698970004
